Food_ID,Name,Carbs DV%,Fats DV%,Proteins DV%,Congenital Heart Disease,Coronary Artery Disease,Dilated Cardiomyopathy
848,Saeng som,1.01570688,1.37207937,1.548134577,0,0,0
849,Baba ghanoush,0.711411674,1.889248932,1.071546365,1,1,1
850,Baklava,9.901666667,25.2,9.23,1,0,1
851,Chermoula,0.131086142,2.420051858,0.5,1,1,1
852,Couscous,55.814125,2.129230769,55.187,1,0,1
853,Dolma,1.667000008,3.078461574,1.001999974,1,1,1
854,Falafel,5.4128,13.96615385,13.5762,1,1,1
855,Freekeh,86.03658,6.961015385,83.62116,1,0,1
856,Ful medames,7.996857694,8.387488229,19.46868354,1,1,1
857,Harira,13.05196469,42.5184915,46.89914951,0,0,0
858,Hummus,0.047633333,0.147692308,0.158,1,1,1
859,Kebab,5.506959313,33.64941096,39.06841783,0,0,0
860,Kibbeh,7.419074822,52.40971395,37.24338273,0,0,0
861,Kibbeh nayyeh,7.419074822,52.40971395,37.24338273,0,0,0
862,Kushari,20.65794462,13.40497898,24.38084836,1,0,1
863,Matbucha,7.460628784,35.10241819,8.412312232,1,1,1
864,Merguez,0.548533333,30.056,16.32,0,1,0
865,Pastilla,10.65669831,71.41295892,55.36359267,0,0,0
866,Shakshouka,5.587532171,21.95298879,20.71568678,1,0,1
867,Shawarma,7.609459958,45.40494378,47.49479022,0,0,0
868,Shish taouk,2.237071675,31.64459548,65.60526926,0,1,0
869,Tabbouleh,1.246183803,2.545548031,1.598870247,1,0,1
870,Tajine,16.89016716,72.3014762,124.6694702,0,0,0
871,Toum,1.509573933,32.30418335,1.617877,1,1,1
872,Greek salad,0.474214127,3.035648428,1.406559087,1,1,1
873,Taramosalata,9.160195151,82.39533334,19.3835517,0,0,1
874,Tzatziki,0.317212373,3.577435366,2.642294345,1,1,1
875,Pasta elias,74.67,6.969230769,78.24,1,0,1
876,Skordalia,1.316363088,6.082178257,1.348770126,1,0,1
877,Zea,6.358,2.118461538,6.6708,1,1,1
878,Fava,0.358476667,0.068507692,0.96624,1,1,1
879,Florina peppers,0.154666667,0.026153846,0.172,1,1,1
880,Fried squid,0.872666667,1.804615385,26.486,0,1,0
881,Garides,3.422517094,25.49759699,55.82062271,0,1,0
882,Grilled eggplants,0.0196,0.002769231,0.0196,1,1,1
883,Octopus,0.007333333,0.016,0.2982,0,1,0
884,Pita,11.73333333,2.56,12.544,1,0,1
885,Spanakopita,2.999555577,4.101794805,4.669333204,1,0,1
886,Tiropita,0.051003024,0.329274978,0.190811502,1,0,1
887,Saganaki,0.892798228,9.252635967,7.716736835,1,0,1
888,Fasolada,0.038040776,0.03901618,0.084535057,0,0,0
889,Patsas,26.66666667,9.230769231,32,0,0,0
890,Avgolemono,7.959814572,24.56603926,51.59261818,0,0,0
891,Kofta makaronaki,4.219211691,40.36658266,31.30355903,0,1,0
892,Kritharaki,115.8323725,9.979031774,100.4253479,1,0,1
893,Makarounes me salsa kima,2.912,0.34,4.004,1,1,1
894,Anginares alla Polita,27.04164395,34.5329806,33.07732998,1,0,1
895,Arakas me aginares,0.033314297,0.006783454,0.005878994,0,0,0
896,Gigandes plaki,11.21279875,23.72324595,19.98350523,1,1,1
897,Grilled vegetables,50.9166,9.072,75.5244,1,1,1
898,Spanakorizo,20.15981619,25.49427439,32.31424622,1,1,1
899,Yemista,7.966507736,47.91143909,16.29478055,1,1,1
900,Baked lamb with potatoes,0,1197.278462,141.702,0,1,1
901,Bifteki,1.865464736,56.83089976,58.25554256,0,1,0
902,Gyros,7.264574769,40.98255681,42.12966357,0,0,0
903,Kotopoulo me ryzi,0.033314297,0.006783454,0.005878994,0,0,0
904,Kreatopita,5.233206418,23.94219853,28.488759,0,0,0
905,Kleftiko,7.581921349,63.54355045,55.35303237,0,1,0
906,Kokkinisto,7.817904835,15.62743997,40.88887644,0,1,0
907,Moussaka,10.93359651,64.40484257,52.39668507,0,0,0
908,Pastitsio,14.63454415,57.15234493,62.38077056,0,0,0
909,Pizza,43.72346667,85.39323077,93.6544,1,0,1
910,Snails,0.188996821,0.610605113,9.128546446,0,1,0
911,Sofrito,0.0182,0.28,0.256,0,0,0
912,Souvlaki,8.905661203,40.36126714,67.69632348,0,0,0
913,Stifado,12.03439481,69.82581643,65.53969246,0,1,0
914,Xiphias,20.66666667,49.23076923,12,1,0,1
915,Tonos,20,0,0,1,1,1
916,Bougatsa,7.607029982,35.83397783,18.27995966,1,0,1
917,Galaktoboureko,0.105827174,0.122345308,0.068869855,1,0,1
918,Kormas,6.3758884,36.61452973,41.19347043,0,1,0
919,Koulourakia,0.157250251,0.316793836,0.100718691,1,0,1
920,Kourabiedes,0.160516344,0.469996927,0.113170122,1,0,1
921,Loukoumades,16.74571505,20.11771788,9.517033426,1,0,1
922,Melomakarona,5.468264878,5.413213152,2.078893293,1,0,1
923,Pasteli,4.517969002,12.09870418,5.102914163,1,1,1
924,Rizogalo,14.95939273,21.94417172,21.13790806,1,1,1
925,Spoon sweets,10.60359268,16.26505086,5.270192697,1,1,1
926,Tsoureki,26.4724874,30.11065709,31.41906858,1,0,1
927,Vasilopita,0.150507994,0.234198072,0.130314611,1,0,1
928,Strained yogurt with honey,0.011,0.081538462,0.146,1,1,1
929,Feta,0.518066667,12.44061538,10.7996,1,1,1
930,Graviera,0.771133333,18.39076923,23.1598,1,1,1
931,Kasseri,0.6118,22.65092308,40.755,1,1,1
932,Kefalotyri,0.6118,22.65092308,40.755,1,1,1
933,Myzithra,0.0238,0.329692312,0.285799999,1,1,1
934,San Michali,1.919066667,0.455384615,2.6048,1,1,1
935,Beer,3.905,0,3.036,1,0,1
936,Greek coffee,0,0.000307692,0.0024,1,1,1
937,Greek frappe,1.936364533,1.479998848,1.220281769,1,0,1
938,Kumquat,2.12,0.529230769,1.504,1,1,1
939,Metaxa,0,0,0,1,1,1
940,Ouzo,0,0,0,1,1,1
941,Greek wine,1.341866667,0,0.2072,1,1,1
